Trial,total_error,error_id,error_gm,Parameters
10,0.08856742606100643,0.07613418362328175,0.10100066849873109,"{'RTH0': 31.88261425631245, 'VOFF': -1.9995839597543894, 'NFACTOR': 0.5099842446794695, 'U0': 0.2766606406537856, 'UA': 1.9007997701256779e-07, 'UB': 1.4889926987730226e-19, 'VSAT': 218384.6642896025, 'LAMBDA': 0.002308761378035644, 'UTE': -0.2688855057680841, 'ETA0': 0.0500599160064958, 'VDSCALE': 4.76072615514982, 'CDSCD': 0.05920522792834916, 'RSC': 0.0003016306219764149, 'RDC': 0.0002039117420241913, 'DELTA': 3.3169123977559414, 'THESAT': 1.501018509841439, 'NJGD': 12.460184818717712, 'RNJGD': 20.120063016227974, 'IGDDIO': 10.455597580433686, 'RIGDDIO': 4.086154799383564e-08, 'NJGS': 15.977053247355364, 'RNJGS': 9.976859487347781, 'IGSDIO': 2.175997177582818, 'RIGSDIO': 9.96474887437091e-08, 'VSATACCS': 72821.91345976864, 'NS0ACCS': 1.0556858420526883e+19, 'NS0ACCD': 5.696089137077736e+18, 'U0ACCS': 0.08125316986089164, 'U0ACCD': 0.03997587574534976, 'MEXPACCS': 2.7403308951949157, 'MEXPACCD': 2.0273947766661156, 'IMIN': 2.7172764567365263e-15, 'GDSMIN': 2.946598030471218e-07, 'UTES': -17.7391840638324, 'UTED': -6.965908887312707}"
11,0.04939632972736488,0.051124632819957924,0.04766802663477183,"{'RTH0': 31.858991384176623, 'VOFF': -1.9835204485918039, 'NFACTOR': 0.4505694272671839, 'U0': 0.2608419246838544, 'UA': 1.1301278578582864e-07, 'UB': 1.5545924453811383e-19, 'VSAT': 188582.68399625397, 'LAMBDA': 0.0024180243228371138, 'UTE': -0.3596891834542656, 'ETA0': 0.05557844051114742, 'VDSCALE': 4.751856800105425, 'CDSCD': 0.055184030976725675, 'RSC': 0.00037643010341593383, 'RDC': 0.00033051915185844144, 'DELTA': 3.323041087287131, 'THESAT': 1.335779284661834, 'NJGD': 9.559670046409831, 'RNJGD': 21.44709600717438, 'IGDDIO': 11.033542873291246, 'RIGDDIO': 3.133370636492245e-08, 'NJGS': 15.326144709871281, 'RNJGS': 8.690092216176891, 'IGSDIO': 2.811163640977615, 'RIGSDIO': 9.763396206205668e-08, 'VSATACCS': 70469.04811686515, 'NS0ACCS': 9.940820141562911e+19, 'NS0ACCD': 1.1666758679356956e+18, 'U0ACCS': 0.08394770805136911, 'U0ACCD': 0.0621060532809006, 'MEXPACCS': 2.86646168519499, 'MEXPACCD': 2.383713612657597, 'IMIN': 4.2782162455590975e-15, 'GDSMIN': 9.970870888398377e-07, 'UTES': -15.977099774608485, 'UTED': -6.574288917394751}"
12,0.06929493098484193,0.06522753819648679,0.07336232377319707,"{'RTH0': 32.192642763845534, 'VOFF': -1.9511994131797858, 'NFACTOR': 0.49087593213125513, 'U0': 0.27647544647753963, 'UA': 1.6567618888214882e-07, 'UB': 1.5075332655322655e-19, 'VSAT': 208988.78980178843, 'LAMBDA': 0.002399322297120283, 'UTE': -0.43982765528431494, 'ETA0': 0.051677266016214245, 'VDSCALE': 4.064475325137624, 'CDSCD': 0.05403731490365402, 'RSC': 0.0006093950283267908, 'RDC': 0.0004945777753868579, 'DELTA': 3.893643030863089, 'THESAT': 1.265206085459918, 'NJGD': 10.037991637906872, 'RNJGD': 23.207214258224774, 'IGDDIO': 11.834098137014946, 'RIGDDIO': 3.7904865847330184e-08, 'NJGS': 14.379032222574, 'RNJGS': 8.417610725131306, 'IGSDIO': 3.194542559681283, 'RIGSDIO': 8.319658379753665e-08, 'VSATACCS': 63234.24418423449, 'NS0ACCS': 8.237549120714231e+19, 'NS0ACCD': 1.000970357545972e+18, 'U0ACCS': 0.10936933229253717, 'U0ACCD': 0.1653730735928919, 'MEXPACCS': 2.3097128488963508, 'MEXPACCD': 3.1134286872729584, 'IMIN': 1.5956681063077397e-14, 'GDSMIN': 3.4947782147056366e-07, 'UTES': -16.088880676579166, 'UTED': -5.159818224093808}"
13,0.11836829185544054,0.11571810988092984,0.12101847382995122,"{'RTH0': 31.964242778122586, 'VOFF': -1.9854036339467682, 'NFACTOR': 0.5152486710788384, 'U0': 0.2681467294360889, 'UA': 3.669803904684587e-07, 'UB': 1.1056200528949103e-19, 'VSAT': 188709.2485073781, 'LAMBDA': 0.0014598314383812868, 'UTE': -0.910852352593406, 'ETA0': 0.053565992534758765, 'VDSCALE': 4.454071228153253, 'CDSCD': 0.05779723915543889, 'RSC': 0.00040207294349773, 'RDC': 0.00029164691459965107, 'DELTA': 2.885837148964222, 'THESAT': 1.495366347812857, 'NJGD': 8.98573824101547, 'RNJGD': 29.948128499985003, 'IGDDIO': 9.889900524808525, 'RIGDDIO': 2.6215851284443927e-08, 'NJGS': 15.966546251838144, 'RNJGS': 5.055111978585153, 'IGSDIO': 4.437876331196243, 'RIGSDIO': 5.355861023267651e-08, 'VSATACCS': 61387.67943204075, 'NS0ACCS': 7.33690264294124e+19, 'NS0ACCD': 4.011125153540824e+18, 'U0ACCS': 0.04411578321834217, 'U0ACCD': 0.07301438137340306, 'MEXPACCS': 3.1212189338057073, 'MEXPACCD': 2.825606831693493, 'IMIN': 1.5167887171879177e-14, 'GDSMIN': 2.868079553474145e-07, 'UTES': -13.033997746089277, 'UTED': -6.59566214253074}"
14,0.09580537208030712,0.08638782956779012,0.10522291459282411,"{'RTH0': 31.504411925541643, 'VOFF': -1.968627342387638, 'NFACTOR': 0.48707261085649434, 'U0': 0.2597324767403752, 'UA': 1.73765218580614e-07, 'UB': 2.295041049772039e-19, 'VSAT': 208505.88697208712, 'LAMBDA': 0.0021907717497220867, 'UTE': -0.8051713169748089, 'ETA0': 0.058753663391672116, 'VDSCALE': 4.972378621041839, 'CDSCD': 0.051427321052699475, 'RSC': 0.00033733484997858036, 'RDC': 0.0004603236480420177, 'DELTA': 3.041431261093938, 'THESAT': 1.6604242316383344, 'NJGD': 9.925672004009868, 'RNJGD': 21.704465460622426, 'IGDDIO': 11.88596251194262, 'RIGDDIO': 4.7214695297093446e-08, 'NJGS': 16.125885369369218, 'RNJGS': 6.840058384994772, 'IGSDIO': 4.290038455806651, 'RIGSDIO': 5.3547464027415074e-08, 'VSATACCS': 62580.32795180317, 'NS0ACCS': 9.964217686042495e+19, 'NS0ACCD': 4.332614456836404e+18, 'U0ACCS': 0.09464609606061375, 'U0ACCD': 0.15356422800008965, 'MEXPACCS': 2.486774197449379, 'MEXPACCD': 2.2596391851062028, 'IMIN': 4.3231296847262224e-14, 'GDSMIN': 8.303554036000265e-07, 'UTES': -16.685690868553937, 'UTED': -6.070572857094788}"
15,0.038835717143181,0.038009857566110423,0.03966157672025158,"{'RTH0': 32.493136122419244, 'VOFF': -1.9944208938140695, 'NFACTOR': 0.4587818857951902, 'U0': 0.2783727851129434, 'UA': 1.1409648510867454e-07, 'UB': 4.042089662544586e-19, 'VSAT': 191320.15161908627, 'LAMBDA': 0.0026518596462735164, 'UTE': -0.11945163192269681, 'ETA0': 0.04646997109350698, 'VDSCALE': 4.3246187841357555, 'CDSCD': 0.04700698501329309, 'RSC': 0.0005927675237569423, 'RDC': 0.000581489336332962, 'DELTA': 3.776715109046857, 'THESAT': 1.2133333362950531, 'NJGD': 8.416143452183775, 'RNJGD': 24.73409051814954, 'IGDDIO': 9.656907566545541, 'RIGDDIO': 7.789649827065287e-08, 'NJGS': 14.473003730169399, 'RNJGS': 8.058753377532852, 'IGSDIO': 3.18381451667321, 'RIGSDIO': 9.143069049988385e-08, 'VSATACCS': 56882.220202049066, 'NS0ACCS': 8.293845371141498e+19, 'NS0ACCD': 1.7724587284819745e+18, 'U0ACCS': 0.012855874821949304, 'U0ACCD': 0.011941883087055738, 'MEXPACCS': 3.351464936348905, 'MEXPACCD': 2.726979221249087, 'IMIN': 1.6147302007110993e-14, 'GDSMIN': 4.5423820692130744e-07, 'UTES': -15.066211223101435, 'UTED': -7.064791909744359}"
16,0.09128977232504251,0.0817619117569422,0.10081763289314284,"{'RTH0': 31.757591043504515, 'VOFF': -1.9769167857633805, 'NFACTOR': 0.49696544532192277, 'U0': 0.2663377000073919, 'UA': 2.064619561461919e-07, 'UB': 9.794293766130047e-20, 'VSAT': 183986.5503773203, 'LAMBDA': 0.001586041032651813, 'UTE': -0.9739895246444723, 'ETA0': 0.04926732027230242, 'VDSCALE': 4.739700712278689, 'CDSCD': 0.0567588456163196, 'RSC': 0.00025605233035119583, 'RDC': 0.0002816183589898166, 'DELTA': 3.696343996802256, 'THESAT': 1.3589514364513662, 'NJGD': 11.354958173429843, 'RNJGD': 21.988737123099206, 'IGDDIO': 14.624170059527277, 'RIGDDIO': 1.9485346717366652e-08, 'NJGS': 15.559158766873841, 'RNJGS': 9.40979932236318, 'IGSDIO': 2.5263336445764337, 'RIGSDIO': 6.183410729151544e-08, 'VSATACCS': 68600.74892417705, 'NS0ACCS': 7.320624096433662e+19, 'NS0ACCD': 3.412951782493577e+18, 'U0ACCS': 0.168708567299984, 'U0ACCD': 0.05801798348480174, 'MEXPACCS': 2.9896568494210887, 'MEXPACCD': 3.3616257449277027, 'IMIN': 1.5010742920006717e-15, 'GDSMIN': 2.2233981669014782e-08, 'UTES': -13.434075336700921, 'UTED': -5.568401543763834}"
17,0.11354197781806492,0.1108822588080691,0.11620169682806075,"{'RTH0': 32.01293566950595, 'VOFF': -1.9544427715255894, 'NFACTOR': 0.515932566572511, 'U0': 0.2532610003898171, 'UA': 3.4882753570996897e-07, 'UB': 2.2058982827533346e-19, 'VSAT': 224127.36057310534, 'LAMBDA': 0.0020673243985708896, 'UTE': -0.458988626048269, 'ETA0': 0.05320233223390827, 'VDSCALE': 5.1219010853714035, 'CDSCD': 0.05227994699963219, 'RSC': 0.00044921796292291325, 'RDC': 0.0004084603593886144, 'DELTA': 3.0143249222540383, 'THESAT': 1.1564478109204568, 'NJGD': 7.512808432326095, 'RNJGD': 24.75755116919897, 'IGDDIO': 12.00514433378534, 'RIGDDIO': 3.364499029870849e-08, 'NJGS': 17.387468733873984, 'RNJGS': 6.444784951943014, 'IGSDIO': 3.424781967612471, 'RIGSDIO': 8.246861670402201e-08, 'VSATACCS': 58072.918951827596, 'NS0ACCS': 8.97693960651429e+19, 'NS0ACCD': 6.806799520785626e+18, 'U0ACCS': 0.06301615494791943, 'U0ACCD': 0.19638026603715542, 'MEXPACCS': 2.5332573344356772, 'MEXPACCD': 2.255113827959492, 'IMIN': 1.922301917508608e-14, 'GDSMIN': 1.8567906731307943e-07, 'UTES': -15.369481219898995, 'UTED': -6.462217862159263}"
18,0.07313466455402884,0.0657193098986248,0.08055001920943289,"{'RTH0': 32.23180062518024, 'VOFF': -1.9683311061435373, 'NFACTOR': 0.4776152722480898, 'U0': 0.2727390611349903, 'UA': 1.4664960257386773e-07, 'UB': 1.8849660995193864e-19, 'VSAT': 205921.64036778128, 'LAMBDA': 0.0025404168994365185, 'UTE': -0.30541481294920697, 'ETA0': 0.045245538507043936, 'VDSCALE': 4.256091824147628, 'CDSCD': 0.04849191311277655, 'RSC': 0.0005302959144813668, 'RDC': 0.0005585254336410555, 'DELTA': 4.96055649598804, 'THESAT': 1.5663382772464656, 'NJGD': 9.543779423463873, 'RNJGD': 20.06487095838665, 'IGDDIO': 10.97084868830729, 'RIGDDIO': 1.3185840093952767e-08, 'NJGS': 12.629733711360515, 'RNJGS': 7.611470666819151, 'IGSDIO': 5.9865241463026395, 'RIGSDIO': 8.304041334805143e-08, 'VSATACCS': 74621.19087123133, 'NS0ACCS': 7.204271095993619e+19, 'NS0ACCD': 2.0111665912245847e+18, 'U0ACCS': 0.11115728805446481, 'U0ACCD': 0.12392341539922906, 'MEXPACCS': 3.993960770903495, 'MEXPACCD': 3.371292062436828, 'IMIN': 4.1244909106729115e-14, 'GDSMIN': 9.492640689673385e-07, 'UTES': -16.91360185319403, 'UTED': -5.17046950658999}"
19,0.09720505657197158,0.08580989337333052,0.10860021977061264,"{'RTH0': 31.653202499861557, 'VOFF': -1.9774501385697225, 'NFACTOR': 0.5020963765076507, 'U0': 0.2993228043965038, 'UA': 2.1882831307654714e-07, 'UB': 3.1009595224893575e-19, 'VSAT': 194776.2118812791, 'LAMBDA': 0.0019202605349373496, 'UTE': -0.7737937739430777, 'ETA0': 0.05843480358272794, 'VDSCALE': 4.5744609568761785, 'CDSCD': 0.04381699639641382, 'RSC': 0.0006454170700397721, 'RDC': 0.00026511508315127494, 'DELTA': 2.7651655296655893, 'THESAT': 1.3024017379846415, 'NJGD': 10.303093843020077, 'RNJGD': 27.21771446086707, 'IGDDIO': 12.367335412298615, 'RIGDDIO': 4.706432994114701e-08, 'NJGS': 16.506659611898154, 'RNJGS': 9.099133880693946, 'IGSDIO': 4.131969084186689, 'RIGSDIO': 4.682412438482981e-08, 'VSATACCS': 41183.74455693421, 'NS0ACCS': 6.3599760325598e+19, 'NS0ACCD': 4.946733502569544e+18, 'U0ACCS': 0.1577004497179615, 'U0ACCD': 0.04555422316793191, 'MEXPACCS': 3.011841300530601, 'MEXPACCD': 2.984494737475215, 'IMIN': 6.831685639776048e-14, 'GDSMIN': 7.176548692720467e-07, 'UTES': -11.825548792063675, 'UTED': -7.283555408671591}"
