vd,vg,id_meas,gm_meas
3.4000000000000004,-2.9,6.021199999999998e-07,8.092999999999989e-07
3.5,-2.9,6.360200000000001e-07,8.371999999999996e-07
3.6,-2.9,6.721800000000005e-07,8.77299999999999e-07
3.7,-2.9,7.221074322227533e-09,1.0909115063413903e-09
3.8000000000000003,-2.9,7.488200000000006e-07,9.109999999999989e-07
3.9000000000000004,-2.9,7.867400000000002e-07,9.166999999999995e-07
4.0,-2.9,2.5640633521078916e-08,0.008868894648384043
4.1000000000000005,-2.9,8.687799999999995e-07,9.841999999999992e-07
4.2,-2.9,9.123199999999997e-07,1.020799999999999e-06
4.3,-2.9,9.512799999999997e-07,1.0107999999999995e-06
4.4,-2.9,9.982999999999994e-07,1.0393999999999983e-06
4.5,-2.9,1.042e-06,1.0895999999999986e-06
4.6000000000000005,-2.9,1.0903999999999993e-06,1.1244999999999996e-06
4.7,-2.9,1.1378000000000004e-06,1.1659999999999997e-06
4.800000000000001,-2.9,1.1845999999999998e-06,1.163e-06
4.9,-2.9,2.6554971444562294e-05,1.1208254536545307e-05
5.0,-2.9,1.2862000000000007e-06,1.2319999999999994e-06
5.1000000000000005,-2.9,1.3388000000000006e-06,1.3009999999999993e-06
5.2,-2.9,1.391000000000001e-06,1.3029999999999986e-06
5.300000000000001,-2.9,1.4494000000000005e-06,1.314999999999999e-06
5.4,-2.9,1.507599999999999e-06,1.359999999999997e-06
5.5,-2.9,1.5614000000000002e-06,1.3929999999999986e-06
5.6000000000000005,-2.9,1.621199999999999e-06,1.4109999999999978e-06
5.7,-2.9,0.00030402424440678134,6.617424404231692e-05
5.800000000000001,-2.9,1.7392000000000002e-06,1.4949999999999992e-06
5.9,-2.9,1.8037999999999985e-06,1.5269999999999997e-06
6.0,-2.9,1.870399999999999e-06,1.5469999999999993e-06
6.1000000000000005,-2.9,4.0501791693270325e-16,1.5995712414836879e-07
6.2,-2.9,0.0004478830664189107,0.4242756008073274
6.300000000000001,-2.9,2.070399999999999e-06,1.6719999999999986e-06
6.4,-2.9,9.872223282476961e-08,2.711448046059437e-07
6.5,-2.9,2.209200000000001e-06,1.7269999999999978e-06
6.6000000000000005,-2.9,2.899898077124239e-05,0.6875235520023573
6.7,-2.9,2.352200000000001e-06,1.7719999999999985e-06
6.800000000000001,-2.9,2.4291999999999987e-06,1.7679999999999994e-06
6.9,-2.9,2.5012000000000003e-06,1.802999999999997e-06
7.0,-2.9,2.579400000000001e-06,1.8379999999999996e-06
7.1000000000000005,-2.9,2.658400000000002e-06,1.8769999999999974e-06
7.2,-2.9,2.7378000000000003e-06,1.8789999999999989e-06
7.300000000000001,-2.9,2.8122000000000004e-06,1.877999999999995e-06
7.4,-2.9,2.8973999999999983e-06,1.92e-06
7.5,-2.9,0.0011257591401948564,1.8351650336926476e-05
7.6000000000000005,-2.9,3.065800000000001e-06,1.9489999999999978e-06
7.7,-2.9,3.1514000000000026e-06,1.9709999999999943e-06
7.800000000000001,-2.9,3.2401999999999982e-06,1.981999999999995e-06
7.9,-2.9,1.3549569072476747e-09,0.007848435681194057
8.0,-2.9,3.414600000000002e-06,1.987999999999997e-06
8.1,-2.9,1.0305334607516143e-07,1.9949533163176774e-19
8.200000000000001,-2.9,3.607199999999998e-06,2.0059999999999987e-06
8.3,-2.9,3.6946000000000006e-06,1.9949999999999987e-06
8.4,-2.9,3.786399999999999e-06,2.035999999999994e-06
8.5,-2.9,3.8896000000000025e-06,2.018999999999995e-06
8.6,-2.9,0.000760187014723144,5.7119933972781895e-06
8.700000000000001,-2.9,1.5596732416704638e-05,8.465507808802997
8.8,-2.9,4.188e-06,2.0869999999999954e-06
8.9,-2.9,4.285399999999997e-06,2.0220000000000003e-06
9.0,-2.9,4.394400000000004e-06,2.051999999999994e-06
9.1,-2.9,4.500599999999999e-06,2.0229999999999987e-06
9.200000000000001,-2.9,4.610200000000004e-06,2.0380000000000002e-06
9.3,-2.9,6.370841739194532e-14,2.0905320765121452e-05
9.4,-2.9,4.815399999999999e-06,1.9799999999999984e-06
9.5,-2.9,4.925600000000001e-06,1.9449999999999975e-06
9.600000000000001,-2.9,0.00805790121061456,1.9749966018020336e-11
9.700000000000001,-2.9,7.078461617739862e-13,0.0030989454894943687
9.8,-2.9,1.9820159303005274e-10,0.00034704126103708493
9.9,-2.9,0.0034612208311105156,0.002080843746013191
10.0,-2.9,5.489199999999999e-06,1.6660000000000004e-06
10.100000000000001,-2.9,5.612799999999996e-06,1.6340000000000002e-06
10.200000000000001,-2.9,0.03796309433882525,7.190218136135987e-06
10.3,-2.9,5.8536e-06,1.494e-06
10.4,-2.9,5.971599999999997e-06,1.4579999999999988e-06
10.5,-2.9,6.100999999999996e-06,1.383999999999998e-06
10.600000000000001,-2.9,6.223800000000001e-06,1.250000000000004e-06
10.700000000000001,-2.9,6.362199999999999e-06,1.1299999999999983e-06
10.8,-2.9,6.474400000000004e-06,1.1040000000000025e-06
10.9,-2.9,6.599399999999997e-06,9.399999999999942e-07
11.0,-2.9,6.7292000000000016e-06,8.259999999999959e-07
11.100000000000001,-2.9,6.8727999999999946e-06,7.710000000000037e-07
11.200000000000001,-2.9,6.988799999999996e-06,6.549999999999998e-07
11.3,-2.9,0.00360273915231354,6.603727066568354e-07
11.4,-2.9,4.994560290637576e-11,0.0001237660263606551
11.5,-2.9,7.3872000000000036e-06,3.430000000000065e-07
11.600000000000001,-2.9,2.506946512326482e-10,4.1158552935851763e-07
11.700000000000001,-2.9,0.0006414821467354113,3.3162730771015513e-10
11.8,-2.9,7.818600000000007e-06,1.1799999999999457e-07
11.9,-2.9,7.972599999999994e-06,3.430000000000065e-07
12.0,-2.9,8.112399999999997e-06,4.0399999999999795e-07
12.100000000000001,-2.9,8.247800000000006e-06,6.04999999999998e-07
12.200000000000001,-2.9,8.402400000000003e-06,9.049999999999995e-07
12.3,-2.9,8.548999999999994e-06,1.0860000000000035e-06
12.4,-2.9,8.708199999999996e-06,1.3020000000000017e-06
12.5,-2.9,8.855600000000002e-06,1.539e-06
12.600000000000001,-2.9,9.014599999999998e-06,1.7950000000000042e-06
12.700000000000001,-2.9,9.15940000000001e-06,2.1040000000000005e-06
12.8,-2.9,9.317199999999998e-06,2.1709999999999954e-06
12.9,-2.9,0.008087973719822755,0.0015794190579262177
13.0,-2.9,2.1671253033053212e-13,0.06093395529402465
13.100000000000001,-2.9,9.777999999999995e-06,3.1860000000000005e-06
13.200000000000001,-2.9,0.08207841948317163,0.003434380133191666
13.3,-2.9,1.0098200000000001e-05,3.6049999999999943e-06
13.4,-2.9,1.0283999999999997e-05,3.879999999999994e-06
13.5,-2.9,1.0453599999999996e-05,4.077999999999987e-06
13.600000000000001,-2.9,1.0620000000000002e-05,4.629999999999992e-06
13.700000000000001,-2.9,1.0798600000000005e-05,5.0639999999999984e-06
13.8,-2.9,1.0966000000000006e-05,5.439999999999998e-06
13.9,-2.9,36.52760624652782,9.10045221612509e-11
14.0,-2.9,1.1292e-05,6.100000000000003e-06
14.100000000000001,-2.9,4.68685304162868e-09,1.7539577798206664e-06
14.200000000000001,-2.9,1.1628000000000006e-05,6.819999999999996e-06
14.3,-2.9,1.1802e-05,7.3299999999999984e-06
14.4,-2.9,1.1972e-05,7.70999999999999e-06
14.5,-2.9,1.320204960630763e-06,42.18006548712435
14.600000000000001,-2.9,2.081223691743817e-11,0.010493867800633754
14.700000000000001,-2.9,0.00014923079067973876,2.8433418315964685e-06
14.8,-2.9,1.2706e-05,9.549999999999993e-06
14.9,-2.9,1.2857999999999993e-05,9.989999999999996e-06
15.0,-2.9,1.3054000000000007e-05,1.0649999999999996e-05
15.100000000000001,-2.9,1.3231999999999988e-05,1.0879999999999997e-05
15.200000000000001,-2.9,1.3446000000000008e-05,1.1309999999999995e-05
15.3,-2.9,0.6554299329436061,0.09268490206609145
15.4,-2.9,1.3834000000000008e-05,1.2169999999999975e-05
15.5,-2.9,1.401400000000001e-05,1.2979999999999994e-05
15.600000000000001,-2.9,1.4189999999999988e-05,1.3559999999999975e-05
15.700000000000001,-2.9,1.4397999999999995e-05,1.4229999999999986e-05
15.8,-2.9,1.4575999999999987e-05,1.4689999999999998e-05
15.9,-2.9,1.4777999999999988e-05,1.5159999999999989e-05
16.0,-2.9,7.242607931043974e-07,7.153651683789818e-05
16.1,-2.9,1.5136000000000012e-05,1.6409999999999977e-05
16.2,-2.9,3.8637178184811705e-11,7.489269265725501e-06
16.3,-2.9,1.5512000000000003e-05,1.7539999999999985e-05
16.400000000000002,-2.9,1.5729999999999997e-05,1.8279999999999977e-05
16.5,-2.9,7.163056291137619e-06,3.495947586740718e-05
16.6,-2.9,1.6156000000000006e-05,1.899999999999997e-05
16.7,-2.9,2.1037491227699807e-08,0.2896075421958578
16.8,-2.9,1.6566e-05,2.0769999999999996e-05
16.900000000000002,-2.9,1.677399999999999e-05,2.1439999999999984e-05
17.0,-2.9,1.697400000000001e-05,2.2269999999999975e-05
17.1,-2.9,1.7158000000000004e-05,2.3010000000000005e-05
17.2,-2.9,1.7356000000000015e-05,2.3479999999999972e-05
17.3,-2.9,1.758199999999999e-05,2.4089999999999984e-05
17.400000000000002,-2.9,1.7791999999999988e-05,2.491999999999996e-05
17.5,-2.9,1.7993999999999987e-05,2.588999999999998e-05
17.6,-2.9,1.821799999999999e-05,2.6399999999999978e-05
17.7,-2.9,0.04450792297877257,115.60521149730774
17.8,-2.9,1.8669999999999996e-05,2.796999999999999e-05
17.900000000000002,-2.9,1.8854000000000003e-05,2.8669999999999998e-05
18.0,-2.9,1.906200000000001e-05,2.9649999999999935e-05
18.1,-2.9,1.925000000000001e-05,3.056999999999996e-05
18.2,-2.9,1.9491999999999985e-05,3.1239999999999985e-05
18.3,-2.9,1.9716e-05,3.199999999999997e-05
18.400000000000002,-2.9,1.9981999999999982e-05,3.2869999999999975e-05
18.5,-2.9,2.605193557366263e-07,0.4032264128933171
18.6,-2.9,2.0388000000000016e-05,3.504999999999998e-05
18.7,-2.9,0.0007999902203492328,7.31474669183252e-13
18.8,-2.9,2.0796000000000002e-05,3.655999999999996e-05
18.900000000000002,-2.9,2.1076000000000016e-05,3.740999999999998e-05
19.0,-2.9,2.128599999999998e-05,3.811999999999996e-05
19.1,-2.9,2.1509999999999982e-05,3.942e-05
19.200000000000003,-2.9,5.089329238091274e-05,2.4082240096812904e-06
19.3,-2.9,8.995411515360754e-07,1.5355584624138238e-11
19.400000000000002,-2.9,2.2159999999999988e-05,4.2409999999999934e-05
19.5,-2.9,2.2396000000000017e-05,4.329999999999997e-05
19.6,-2.9,190.1094140309376,0.02176424510530841
19.700000000000003,-2.9,0.0003924975139795597,8.55269653251336e-09
19.8,-2.9,2.306400000000001e-05,4.6089999999999953e-05
19.900000000000002,-2.9,2.3275999999999982e-05,4.700999999999994e-05
20.0,-2.9,0.07330054691057215,1231.257397674942
0.0,-2.8,3.701885201372302e-11,0.00023646514010402565
0.1,-2.8,2.5420000000000015e-08,3.880000000000013e-08
0.2,-2.8,1.4391497263543584e-06,1.4182520534434311e-11
0.30000000000000004,-2.8,3.3060000000000006e-08,7.132999999999947e-08
0.4,-2.8,1.9694e-08,3.62600000000002e-08
0.5,-2.8,2.1558000000000033e-08,6.344000000000018e-08
0.6000000000000001,-2.8,5.5660000000000037e-08,2.135400000000009e-07
0.7000000000000001,-2.8,3.7499999999999945e-08,4.708000000000055e-08
0.8,-2.8,7.324000000000001e-08,2.2221000000000085e-07
0.9,-2.8,5.4591999999999944e-08,3.7320000000000615e-08
1.0,-2.8,9.000000000000006e-08,2.1235000000000108e-07
1.1,-2.8,7.248000000000006e-08,1.1183000000000021e-07
1.2000000000000002,-2.8,8.30400000000001e-08,4.6999999999995e-09
1.3,-2.8,5.30333916557154e-12,9.965693254109362e-05
1.4000000000000001,-2.8,1.0876000000000006e-07,1.5280000000000026e-07
1.5,-2.8,1.2186e-07,1.5630000000000025e-07
1.6,-2.8,1.3664e-07,1.7280000000000033e-07
1.7000000000000002,-2.8,2.1927098792862992e-07,2.2159732523743872e-07
1.8,-2.8,1.7003999999999987e-07,1.9470000000000041e-07
1.9000000000000001,-2.8,1.8650000000000004e-07,2.0680000000000013e-07
2.0,-2.8,2.0581999999999984e-07,2.2600000000000065e-07
2.1,-2.8,2.2416000000000004e-07,2.3440000000000067e-07
2.2,-2.8,2.451799999999998e-07,2.466000000000003e-07
2.3000000000000003,-2.8,2.669400000000002e-07,2.6170000000000055e-07
