vd,vg,id_sim,gm_sim
17.8,-3.0,2.120835534245575e-05,8.062876298866016e-06
17.900000000000002,-3.0,2.148178864438114e-05,8.33323047703852e-06
18.0,-3.0,2.1758960636160094e-05,8.61067123076296e-06
18.1,-3.0,2.2039927818894742e-05,8.895338871937523e-06
18.2,-3.0,2.2324747424807072e-05,9.187375555826648e-06
18.3,-3.0,2.2613477425238146e-05,9.486925290519547e-06
18.400000000000002,-3.0,2.290617653833616e-05,9.794133944150686e-06
18.5,-3.0,2.3202904237201e-05,1.0109149252078083e-05
18.6,-3.0,2.3503720757664603e-05,1.043212082703876e-05
18.7,-3.0,2.3808687106529957e-05,1.0763200162452099e-05
18.8,-3.0,2.4117865069734677e-05,1.110254064104038e-05
18.900000000000002,-3.0,2.4431317220251678e-05,1.1450297544354597e-05
19.0,-3.0,2.4749106926757003e-05,1.1806628054195726e-05
19.1,-3.0,2.507129836162714e-05,1.2171691263627264e-05
19.200000000000003,-3.0,2.5397956509507132e-05,1.2545648179598798e-05
19.3,-3.0,2.5729147175643384e-05,1.2928661731348608e-05
19.400000000000002,-3.0,2.6064936994404805e-05,1.3320896775705103e-05
19.5,-3.0,2.640539343800872e-05,1.3722520100711857e-05
19.6,-3.0,2.6750584824861583e-05,1.4133700433607202e-05
19.700000000000003,-3.0,2.7100580328614012e-05,1.455460844284748e-05
19.8,-3.0,2.7455449986642912e-05,1.4985416744886802e-05
19.900000000000002,-3.0,2.781526470898082e-05,1.5426299909161732e-05
20.0,-3.0,2.8180096287345862e-05,1.5877434459746896e-05
0.0,-2.9,2.76176467364656e-08,-2.0541860495386764e-08
0.1,-2.9,9.051375014338663e-08,-2.1496995665035298e-08
0.2,-2.9,1.5351422048546368e-07,-2.2544220856346813e-08
0.30000000000000004,-2.9,2.1662340724737567e-07,-2.3620628216815603e-08
0.4,-2.9,2.798446715662524e-07,-2.4724562147719268e-08
0.5,-2.9,3.4318143269593374e-07,-2.5855711819772675e-08
0.6000000000000001,-2.9,4.066371878576496e-07,-2.701382155140105e-08
0.7000000000000001,-2.9,4.7021551333514967e-07,-2.8198710319543795e-08
0.8,-2.9,5.339200656936479e-07,-2.941036808178951e-08
0.9,-2.9,5.977545833037906e-07,-3.064903823211072e-08
1.0,-2.9,6.617228879434702e-07,-3.191522272160221e-08
1.1,-2.9,7.258288863701058e-07,-3.3209546466990504e-08
1.2000000000000002,-2.9,7.900765715885278e-07,-3.453252858932793e-08
1.3,-2.9,8.544700238295993e-07,-3.5883930616912614e-08
1.4000000000000001,-2.9,9.190134107741821e-07,-3.7262076514991496e-08
1.5,-2.9,9.837109871842072e-07,-3.866422199131047e-08
1.6,-2.9,1.048567093329292e-06,-4.008665857476134e-08
1.7000000000000002,-2.9,1.11358615218547e-06,-4.152478099333591e-08
1.8,-2.9,1.178772665254673e-06,-4.29731615332282e-08
1.9000000000000001,-2.9,1.2441312068821234e-06,-4.442561331393032e-08
2.0,-2.9,1.309666418341591e-06,-4.587527077504714e-08
2.1,-2.9,1.3753830024063513e-06,-4.731471417528009e-08
2.2,-2.9,1.441285721940631e-06,-4.873611327197728e-08
2.3000000000000003,-2.9,1.5073794055305765e-06,-5.013133167312776e-08
2.4000000000000004,-2.9,1.5736689635546048e-06,-5.149194757763493e-08
2.5,-2.9,1.6401594145395087e-06,-5.280918894172575e-08
2.6,-2.9,1.7068559162844213e-06,-5.407382609384846e-08
2.7,-2.9,1.773763792499778e-06,-5.527606424317524e-08
2.8000000000000003,-2.9,1.8408885469884728e-06,-5.6405463220328536e-08
2.9000000000000004,-2.9,1.9082358640805874e-06,-5.745088548798617e-08
3.0,-2.9,1.975811599913315e-06,-5.840046853120713e-08
3.1,-2.9,2.0436217712114932e-06,-5.924161097025693e-08
3.2,-2.9,2.1116725454979625e-06,-5.996096680891173e-08
3.3000000000000003,-2.9,2.179970233630613e-06,-6.054444316071186e-08
3.4000000000000004,-2.9,2.248521283592785e-06,-6.09771998828471e-08
3.5,-2.9,2.3173322740907183e-06,-6.124364881861275e-08
3.6,-2.9,2.3864099077349067e-06,-6.132745579680041e-08
3.7,-2.9,2.4557610043737375e-06,-6.121154433634735e-08
3.8000000000000003,-2.9,2.5253924963347295e-06,-6.087810333070919e-08
3.9000000000000004,-2.9,2.595311426738462e-06,-6.030860204254366e-08
4.0,-2.9,2.6655249518127422e-06,-5.9483810802100765e-08
4.1000000000000005,-2.9,2.7360403463054593e-06,-5.83838299287596e-08
4.2,-2.9,2.8068650106041607e-06,-5.6988120208811984e-08
4.3,-2.9,2.8780064784978015e-06,-5.5275534730070934e-08
4.4,-2.9,2.9494724240725405e-06,-5.3224339737368504e-08
4.5,-2.9,3.021270667840979e-06,-5.0812227140826846e-08
4.6000000000000005,-2.9,3.0934091816411777e-06,-4.8016312038454546e-08
4.7,-2.9,3.1658960925490085e-06,-4.4813118713329985e-08
4.800000000000001,-2.9,3.2387396864380026e-06,-4.117855843360809e-08
4.9,-2.9,3.3119484107479996e-06,-3.708790490065372e-08
5.0,-2.9,3.385530877375826e-06,-3.2515765816976426e-08
5.1000000000000005,-2.9,3.459495865114246e-06,-2.7436056702236344e-08
5.2,-2.9,3.533852322359433e-06,-2.182197358825287e-08
5.300000000000001,-2.9,3.608609369612607e-06,-1.5645965935244744e-08
5.4,-2.9,3.6837763021432502e-06,-8.879708556116633e-09
5.5,-2.9,3.7593625926621902e-06,-1.4940730366628683e-09
5.6000000000000005,-2.9,3.835377894040896e-06,6.540900847583082e-09
5.7,-2.9,3.911832042233712e-06,1.5256034626814604e-08
5.800000000000001,-2.9,3.988735059020266e-06,2.46830360747166e-08
5.9,-2.9,4.066097155071774e-06,3.4854525575317034e-08
6.0,-2.9,4.1439287329123145e-06,4.580405573678361e-08
6.1000000000000005,-2.9,4.222240390004696e-06,5.756613125470212e-08
6.2,-2.9,4.301042921907224e-06,7.017622510538469e-08
6.300000000000001,-2.9,4.380347325446208e-06,8.367079355659125e-08
6.4,-2.9,4.460164801960352e-06,9.808729240905087e-08
6.5,-2.9,4.540506760665207e-06,1.1346419190217487e-07
6.6000000000000005,-2.9,4.621384821941196e-06,1.2984099389183755e-07
6.7,-2.9,4.702810820818007e-06,1.472582487878605e-07
6.800000000000001,-2.9,4.7847968103260175e-06,1.6575757514567454e-07
6.9,-2.9,4.867355065217205e-06,1.8538167915190275e-07
7.0,-2.9,4.950498085277752e-06,2.0617437562617645e-07
7.1000000000000005,-2.9,5.034238599116146e-06,2.2818060912783427e-07
7.2,-2.9,5.11858956771387e-06,2.5144647555108807e-07
7.300000000000001,-2.9,5.203564188303195e-06,2.7601924523056387e-07
7.4,-2.9,5.289175897899703e-06,3.019473842883482e-07
7.5,-2.9,5.375438377249901e-06,3.292805781683783e-07
7.6000000000000005,-2.9,5.462365554704663e-06,3.5806975388834347e-07
7.7,-2.9,5.5499716099868205e-06,3.883671028366109e-07
7.800000000000001,-2.9,5.638270978242714e-06,4.202261032377589e-07
7.9,-2.9,5.727278354018802e-06,4.5370154316229467e-07
8.0,-2.9,5.817008695239999e-06,4.888495433465891e-07
8.1,-2.9,5.907477227357675e-06,5.257275789725164e-07
8.200000000000001,-2.9,5.998699447431624e-06,5.643945030649879e-07
8.3,-2.9,6.090691128343415e-06,6.049105680475373e-07
8.4,-2.9,6.183468323033172e-06,6.473374493143707e-07
8.5,-2.9,6.2770473687194944e-06,6.917382660919473e-07
8.6,-2.9,6.371444891222227e-06,7.381776049133459e-07
8.700000000000001,-2.9,6.4666778092987304e-06,7.867215402054277e-07
8.8,-2.9,6.562763339195789e-06,8.374376579486925e-07
8.9,-2.9,6.659718998903026e-06,8.903950764292199e-07
9.0,-2.9,6.757562612773134e-06,9.456644681940954e-07
9.1,-2.9,6.8563123160460414e-06,1.003318082313727e-06
9.200000000000001,-2.9,6.955986559427926e-06,1.0634297653657642e-06
9.3,-2.9,7.0566041137564075e-06,1.1260749832182995e-06
9.4,-2.9,7.158184074680846e-06,1.1913308422345652e-06
9.5,-2.9,7.260745867336687e-06,1.2592761109701838e-06
9.600000000000001,-2.9,7.364309251230788e-06,1.3299912406076686e-06
9.700000000000001,-2.9,7.468894325018987e-06,1.4035583863358198e-06
9.8,-2.9,7.574521531319006e-06,1.4800614290653725e-06
9.9,-2.9,7.681211661736566e-06,1.5595859947130705e-06
10.0,-2.9,7.788985861751671e-06,1.6422194763007222e-06
10.100000000000001,-2.9,7.8978656357982e-06,1.7280510530320829e-06
10.200000000000001,-2.9,8.007872852233994e-06,1.8171717122466145e-06
10.3,-2.9,8.119029748590122e-06,1.909674269120584e-06
10.4,-2.9,8.231358936573573e-06,2.0056533856600283e-06
10.5,-2.9,8.344883407360539e-06,2.105205592748644e-06
10.600000000000001,-2.9,8.459626536843865e-06,2.208429308318282e-06
10.700000000000001,-2.9,8.575612090854417e-06,2.315424857932256e-06
10.8,-2.9,8.692864230569889e-06,2.4262944940171377e-06
10.9,-2.9,8.81140751798491e-06,2.5411424148989603e-06
11.0,-2.9,8.93126692109736e-06,2.660074784664157e-06
11.100000000000001,-2.9,9.052467819692553e-06,2.783199751803806e-06
11.200000000000001,-2.9,9.175036010639638e-06,2.9106274681893972e-06
11.3,-2.9,9.298997713582812e-06,3.0424701075150453e-06
11.4,-2.9,9.424379576532115e-06,3.178841883959094e-06
11.5,-2.9,9.551208681581108e-06,3.3198590707947796e-06
11.600000000000001,-2.9,9.679512550522507e-06,3.465640017849382e-06
11.700000000000001,-2.9,9.809319150744673e-06,3.6163051698815394e-06
11.8,-2.9,9.940656900927647e-06,3.7719770844035815e-06
11.9,-2.9,1.0073554676899709e-05,3.932780448326403e-06
12.0,-2.9,1.0208041817667923e-05,4.098842096515952e-06
12.100000000000001,-2.9,1.0344148131269003e-05,4.270291027562372e-06
12.200000000000001,-2.9,1.0481903900726617e-05,4.447258421734132e-06
12.3,-2.9,1.0621339890206113e-05,4.629877657071794e-06
12.4,-2.9,1.0762487350976747e-05,4.818284325212829e-06
12.5,-2.9,1.0905378027661174e-05,5.0126162490823e-06
12.600000000000001,-2.9,1.1050044164370528e-05,5.213013496895773e-06
12.700000000000001,-2.9,1.1196518510858103e-05,5.4196183986877634e-06
12.8,-2.9,1.1344834328918292e-05,5.632575562916314e-06
12.9,-2.9,1.1495025398693276e-05,5.852031888876662e-06
13.0,-2.9,1.1647126024827984e-05,6.0781365842042925e-06
13.100000000000001,-2.9,1.1801171043213555e-05,6.311041178178923e-06
13.200000000000001,-2.9,1.1957195827090491e-05,6.550899535628558e-06
13.3,-2.9,1.2115236293844927e-05,6.797867872364932e-06
13.4,-2.9,1.227532891142584e-05,7.052104767853714e-06
13.5,-2.9,1.2437510704815028e-05,7.3137711790594294e-06
13.600000000000001,-2.9,1.2601819262909657e-05,7.5830304536892785e-06
13.700000000000001,-2.9,1.2768292745022041e-05,7.860048343059058e-06
13.8,-2.9,1.2936969887653376e-05,8.1449930143407e-06
13.9,-2.9,1.3107890011265363e-05,8.438035063759367e-06
14.0,-2.9,1.3281093027095703e-05,8.739347526950494e-06
14.100000000000001,-2.9,1.3456619443947306e-05,9.049105892886935e-06
14.200000000000001,-2.9,1.3634510375303415e-05,9.367488113138105e-06
14.3,-2.9,1.3814807545923293e-05,9.694674613817722e-06
14.4,-2.9,1.399755329918769e-05,1.0030848306303496e-05
14.5,-2.9,1.418279060390066e-05,1.0376194597420545e-05
14.600000000000001,-2.9,1.4370563061430173e-05,1.0730901399853482e-05
14.700000000000001,-2.9,1.4560914912894599e-05,1.109515914058381e-05
14.8,-2.9,1.475389104617977e-05,1.1469160772466596e-05
14.9,-2.9,1.4949537003334927e-05,1.1853101780542825e-05
15.0,-2.9,1.5147898987691974e-05,1.2247180192981894e-05
15.100000000000001,-2.9,1.5349023871136596e-05,1.2651596587932306e-05
15.200000000000001,-2.9,1.5552959201533427e-05,1.3066554102014407e-05
15.3,-2.9,1.57597532101618e-05,1.3492258438001399e-05
15.4,-2.9,1.5969454818930767e-05,1.3928917871491994e-05
15.5,-2.9,1.618211364802651e-05,1.4376743258267039e-05
15.600000000000001,-2.9,1.639778002332792e-05,1.4835948040327207e-05
15.700000000000001,-2.9,1.6616504984074723e-05,1.5306748252426875e-05
15.8,-2.9,1.68383402902523e-05,1.5789362527091728e-05
15.9,-2.9,1.706333843046277e-05,1.628401210073874e-05
16.0,-2.9,1.729155262942651e-05,1.679092081802355e-05
16.1,-2.9,1.7523036855836987e-05,1.7310315136610053e-05
16.2,-2.9,1.7757845829954043e-05,1.7842424130390662e-05
16.3,-2.9,1.799603503161473e-05,1.838747949548223e-05
16.400000000000002,-2.9,1.8237660707895115e-05,1.8945715551507602e-05
16.5,-2.9,1.8482779881141332e-05,1.9517369244770566e-05
16.6,-2.9,1.8731450356849548e-05,2.0102680151790037e-05
16.7,-2.9,1.8983730731466843e-05,2.070189048075812e-05
16.8,-2.9,1.923968040081606e-05,2.1315245073213454e-05
16.900000000000002,-2.9,1.9499359567640427e-05,2.194299140518401e-05
17.0,-2.9,1.976282925016237e-05,2.258537958949409e-05
17.1,-2.9,2.003015128985996e-05,2.3242662374003335e-05
17.2,-2.9,2.0301388359921493e-05,2.3915095143459196e-05
17.3,-2.9,2.0576603973242358e-05,2.460293591802291e-05
17.400000000000002,-2.9,2.0855862490850057e-05,2.5306445353649742e-05
17.5,-2.9,2.113922913003407e-05,2.6025886740006735e-05
17.6,-2.9,2.1426769973009303e-05,2.676152599871161e-05
17.7,-2.9,2.1718551974873514e-05,2.751363168241695e-05
17.8,-2.9,2.2014642972342353e-05,2.82824749708223e-05
17.900000000000002,-2.9,2.2315111692084993e-05,2.9068329668867956e-05
18.0,-2.9,2.262002775923639e-05,2.9871472203067134e-05
18.1,-2.9,2.2929461706088496e-05,3.0692181617636156e-05
18.2,-2.9,2.3243484980389738e-05,3.153073957081684e-05
18.3,-2.9,2.35621699542901e-05,3.2387430329240476e-05
18.400000000000002,-2.9,2.388558993275123e-05,3.326254076396671e-05
18.5,-2.9,2.421381916240881e-05,3.41563603439084e-05
18.6,-2.9,2.454693284036848e-05,3.5069181131193444e-05
18.7,-2.9,2.4885007122775168e-05,3.600129777343145e-05
18.8,-2.9,2.5228119133838716e-05,3.6953007497594786e-05
18.900000000000002,-2.9,2.5576346974687138e-05,3.7924610103419525e-05
19.0,-2.9,2.5929769732176576e-05,3.891640795387259e-05
19.1,-2.9,2.6288467487989868e-05,3.992870596935554e-05
19.200000000000003,-2.9,2.6652521327467013e-05,4.096181161651063e-05
19.3,-2.9,2.7022013348778246e-05,4.2016034902168855e-05
19.400000000000002,-2.9,2.7397026671975316e-05,4.309168836140993e-05
19.5,-2.9,2.7777645448079907e-05,4.4189087049107214e-05
19.6,-2.9,2.8163954868222304e-05,4.530854852889549e-05
19.700000000000003,-2.9,2.8556041172898762e-05,4.645039286289501e-05
19.8,-2.9,2.8953991661131594e-05,4.7614942599979456e-05
19.900000000000002,-2.9,2.9357894699896994e-05,4.8802522765409735e-05
20.0,-2.9,2.9767839733320553e-05,5.001346084663257e-05
0.0,-2.8,2.5614965092600435e-08,-1.9527710196838924e-08
0.1,-2.8,8.8425143893768e-08,-1.964982669452895e-08
0.2,-2.8,1.5132453538235125e-07,-2.0494522769424386e-08
0.30000000000000004,-2.8,2.1433001399064948e-07,-2.137329224965027e-08
0.4,-2.8,2.774453410143487e-07,-2.225038506010556e-08
0.5,-2.8,3.4067405154085915e-07,-2.311345393501789e-08
0.6000000000000001,-2.8,4.0401973861004524e-07,-2.3949968872999473e-08
0.7000000000000001,-2.8,4.674860529264442e-07,-2.474524330089094e-08
0.8,-2.8,5.310766851556297e-07,-2.5482127303372977e-08
0.9,-2.8,5.947953510414256e-07,-2.6141035200761992e-08
