Trial,Va,Ia_sim
86,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80000588e-13 5.20001577e-13 5.60008203e-13 6.00028707e-13
 6.40097350e-13 6.80325588e-13 7.21096793e-13 7.63690326e-13
 8.12416974e-13 8.81759075e-13 1.02045889e-12 1.39242957e-12
 2.54899921e-12 6.34454815e-12 1.90162122e-11 6.15424057e-11
 2.04483236e-10 6.85164307e-10 2.30181039e-09 7.73908610e-09
 2.60252040e-08 8.75085061e-08 2.94064125e-07 9.86091957e-07
 3.28357274e-06 1.06909632e-05 3.26811486e-05 8.68208994e-05
 1.87941638e-04 3.34201285e-04 5.13848024e-04 7.16059369e-04
 9.33147169e-04 1.16149038e-03 1.39754364e-03 1.63934022e-03
 1.88560898e-03 2.13543115e-03 2.38813226e-03]"
87,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80098166e-13 5.20239667e-13 5.61754636e-13 6.07425568e-13
 6.71427323e-13 8.12995504e-13 1.28283321e-12 3.14189213e-12
 1.08800989e-11 4.34986838e-11 1.81410203e-10 7.64916322e-10
 3.23412857e-09 1.36829238e-08 5.78890646e-08 2.44740398e-07
 1.03144143e-06 4.29036341e-06 1.69834686e-05 5.79259063e-05
 1.50493177e-04 2.95926554e-04 4.78537253e-04 6.84425706e-04
 9.04690185e-04 1.13559827e-03 1.37347049e-03 1.61640940e-03
 1.86325225e-03 2.11316679e-03 2.36554966e-03 2.61995498e-03
 2.87604500e-03 3.13355828e-03 3.39228872e-03 3.65207123e-03
 3.91277160e-03 4.17427942e-03 4.43650277e-03]"
88,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80005358e-13 5.20012852e-13 5.60087133e-13 6.00353968e-13
 6.41443496e-13 6.85878437e-13 7.43951775e-13 8.57586571e-13
 1.19758457e-12 2.45983182e-12 7.47947971e-12 2.78074378e-11
 1.10504107e-10 4.47301189e-10 1.81933660e-09 7.40892447e-09
 3.01783988e-08 1.22889271e-07 4.99685670e-07 2.01969670e-06
 7.97495435e-06 2.91086971e-05 8.74727278e-05 1.99088519e-04
 3.56655050e-04 5.44800833e-04 7.52287077e-04 9.72083230e-04
 1.20106696e-03 1.43625903e-03 1.67605747e-03 1.91943943e-03
 2.16566762e-03 2.41420230e-03 2.66464024e-03 2.91667306e-03
 3.17006019e-03 3.42461065e-03 3.68017053e-03]"
89,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80000154e-13 5.19999842e-13 5.60001264e-13 6.00003554e-13
 6.40009747e-13 6.80029817e-13 7.20083715e-13 7.60235624e-13
 8.00669427e-13 8.41899467e-13 8.85388117e-13 9.35285703e-13
 1.00336840e-12 1.12304870e-12 1.38912666e-12 2.07056594e-12
 3.93051303e-12 9.13420988e-12 2.38250582e-11 6.54336030e-11
 1.83415103e-10 5.18087491e-10 1.46756832e-09 4.16139904e-09
 1.18041689e-08 3.34862984e-08 9.49846087e-08 2.69312655e-07
 7.62648942e-07 2.15218526e-06 6.01515654e-06 1.63880819e-05
 4.20926508e-05 9.66280434e-05 1.90433867e-04 3.22931909e-04
 4.86106657e-04 6.71423321e-04 8.72089014e-04]"
90,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80429932e-13 5.21035038e-13 5.67172177e-13 6.29293492e-13
 7.59648421e-13 1.16871617e-12 2.71621180e-12 8.91373433e-12
 3.41047711e-11 1.36876734e-10 5.56535021e-10 2.27053118e-09
 9.27109672e-09 3.78603958e-08 1.54550975e-07 6.29769045e-07
 2.54760835e-06 1.00186615e-05 3.59371260e-05 1.04163806e-04
 2.28114868e-04 3.97554466e-04 5.96713815e-04 8.13992288e-04
 1.04468165e-03 1.28387408e-03 1.52911230e-03 1.77896350e-03
 2.03240767e-03 2.28871128e-03 2.54733865e-03 2.80788811e-03
 3.07005154e-03 3.33358790e-03 3.59830542e-03 3.86404920e-03
 4.13069246e-03 4.39813021e-03 4.66627456e-03]"
91,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80003190e-13 5.20007214e-13 5.60041163e-13 6.00159679e-13
 6.40610828e-13 6.82356081e-13 7.29099073e-13 7.95119179e-13
 9.35562391e-13 1.36327928e-12 2.89990601e-12 8.71701582e-12
 3.10571603e-11 1.17177638e-10 4.49495175e-10 1.73214547e-09
 6.68302126e-09 2.57914459e-08 9.95176197e-08 3.83602981e-07
 1.47275932e-06 5.57017101e-06 2.00184787e-05 6.25829581e-05
 1.53764015e-04 2.94930047e-04 4.72482553e-04 6.73574865e-04
 8.89528563e-04 1.11656420e-03 1.35094263e-03 1.59069293e-03
 1.83459056e-03 2.08175757e-03 2.33155566e-03 2.58351185e-03
 2.83726707e-03 3.09254299e-03 3.34911993e-03]"
92,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80001455e-13 5.20004179e-13 5.60020346e-13 6.00072075e-13
 6.40258679e-13 6.80909322e-13 7.23207952e-13 7.71314436e-13
 8.39905402e-13 9.80738928e-13 1.37637384e-12 2.67066664e-12
 7.13445622e-12 2.27767883e-11 7.78448894e-11 2.71964147e-10
 9.56502567e-10 3.37067600e-09 1.18847264e-08 4.19075517e-08
 1.47728145e-07 5.20114097e-07 1.82322798e-06 6.29652709e-06
 2.07567023e-05 6.07208171e-05 1.44617452e-04 2.75912556e-04
 4.43740244e-04 6.36136823e-04 8.44366618e-04 1.06449178e-03
 1.29255865e-03 1.52644621e-03 1.76482817e-03 2.00675299e-03
 2.25152810e-03 2.49863988e-03 2.74769837e-03]"
93,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80004057e-13 5.20010250e-13 5.60065015e-13 6.00264630e-13
 6.41072265e-13 6.84318054e-13 7.37393653e-13 8.30061714e-13
 1.08220464e-12 1.97673301e-12 5.45879921e-12 1.93635767e-11
 7.52514023e-11 3.00248288e-10 1.20641890e-09 4.85631914e-09
 1.95570304e-08 7.87540356e-08 3.16911881e-07 1.27155069e-06
 5.04314614e-06 1.91582776e-05 6.42377391e-05 1.68749224e-04
 3.38907006e-04 5.57804149e-04 8.07939982e-04 1.07745345e-03
 1.36134745e-03 1.65461096e-03 1.95466150e-03 2.25992939e-03
 2.56929264e-03 2.88193914e-03 3.19727024e-03 3.51483348e-03
 3.83427939e-03 4.15533297e-03 4.47777433e-03]"
94,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80000588e-13 5.20002444e-13 5.60015576e-13 6.00055595e-13
 6.40202301e-13 6.80737584e-13 7.22681463e-13 7.69749715e-13
 8.35447163e-13 9.68890766e-13 1.34867204e-12 2.62418212e-12
 7.15671793e-12 2.35324139e-11 8.29719887e-11 2.98999579e-10
 1.08440713e-09 3.94014647e-09 1.43234808e-08 5.20717530e-08
 1.89234354e-07 6.86705297e-07 2.47893518e-06 8.78570228e-06
 2.93984113e-05 8.52885733e-05 1.97254581e-04 3.64659803e-04
 5.72526623e-04 8.07053884e-04 1.05874188e-03 1.32330547e-03
 1.59653251e-03 1.87615119e-03 2.16072354e-03 2.44921514e-03
 2.74087072e-03 3.03512801e-03 3.33155858e-03]"
95,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80003190e-13 5.20006781e-13 5.60037260e-13 6.00143199e-13
 6.40540572e-13 6.82047301e-13 7.27737315e-13 7.89253211e-13
 9.10582373e-13 1.25802493e-12 2.46023514e-12 6.89365318e-12
 2.35417866e-11 8.63643428e-11 3.23736616e-10 1.22094332e-09
 4.61242245e-09 1.74320548e-08 6.58812497e-08 2.48860973e-07
 9.38159067e-07 3.51009973e-06 1.27820521e-05 4.28622399e-05
 1.19354302e-04 2.58606733e-04 4.51780351e-04 6.81647538e-04
 9.34394187e-04 1.20419723e-03 1.48490377e-03 1.77337595e-03
 2.06777147e-03 2.36677987e-03 2.66945807e-03 2.97511698e-03
 3.28323990e-03 3.59343050e-03 3.90537890e-03]"
96,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80007527e-13 5.20020658e-13 5.60163027e-13 6.00713923e-13
 6.43139188e-13 6.93771429e-13 7.80404387e-13 1.02496484e-12
 1.96226542e-12 5.93825943e-12 2.32434263e-11 9.90167566e-11
 4.31259162e-10 1.88848850e-09 8.28025578e-09 3.63134784e-08
 1.59203306e-07 6.96775753e-07 3.02678824e-06 1.27444114e-05
 4.82419746e-05 1.42740435e-04 3.10802039e-04 5.35274238e-04
 7.95213185e-04 1.07645002e-03 1.37336752e-03 1.68020944e-03
 1.99412136e-03 2.31343538e-03 2.63696276e-03 2.96384830e-03
 3.29346682e-03 3.62534893e-03 3.95913407e-03 4.29453987e-03
 4.63134139e-03 4.96935672e-03 5.30843685e-03]"
97,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80007527e-13 5.20018056e-13 5.60122261e-13 6.00500552e-13
 6.42025495e-13 6.88205569e-13 7.53266373e-13 8.94845829e-13
 1.34659731e-12 3.05564775e-12 9.86114836e-12 3.73251968e-11
 1.48528858e-10 5.99171181e-10 2.42571767e-09 9.82926820e-09
 3.98353227e-08 1.61396046e-07 6.53012636e-07 2.62744032e-06
 1.03445031e-05 3.78357195e-05 1.14897612e-04 2.65163334e-04
 4.80185063e-04 7.38747348e-04 1.02487946e-03 1.32851840e-03
 1.64521633e-03 1.97070863e-03 2.30271140e-03 2.63977275e-03
 2.98084704e-03 3.32516977e-03 3.67217052e-03 4.02141358e-03
 4.37255939e-03 4.72533862e-03 5.07953437e-03]"
98,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80060002e-13 5.20141222e-13 5.60906790e-13 6.03512899e-13
 6.53626459e-13 7.32848678e-13 9.24966700e-13 1.55494888e-12
 3.88313600e-12 1.27976640e-11 4.72567055e-11 1.80787728e-10
 6.98558904e-10 2.70654747e-09 1.04938599e-08 4.06905056e-08
 1.57720825e-07 6.10345900e-07 2.34705236e-06 8.81637408e-06
 3.07198992e-05 8.93675590e-05 2.00734998e-04 3.58750852e-04
 5.48586212e-04 7.58853262e-04 9.82227539e-04 1.21541379e-03
 1.45525129e-03 1.70002854e-03 1.94864970e-03 2.20032432e-03
 2.45447342e-03 2.71066417e-03 2.96856555e-03 3.22791925e-03
 3.48852024e-03 3.75020327e-03 4.01283332e-03]"
99,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80004491e-13 5.20011551e-13 5.60087133e-13 6.00370448e-13
 6.41566661e-13 6.86633909e-13 7.48074346e-13 8.78813515e-13
 1.30281636e-12 2.96790717e-12 9.88523673e-12 3.90298991e-11
 1.62239894e-10 6.83529985e-10 2.88945296e-09 1.22241439e-08
 5.17177262e-08 2.18666726e-07 9.21870179e-07 3.83995670e-06
 1.52766935e-05 5.27786906e-05 1.39612829e-04 2.78564610e-04
 4.54697232e-04 6.54150725e-04 8.67958263e-04 1.09238618e-03
 1.32373102e-03 1.56009305e-03 1.80031565e-03 2.04357161e-03
 2.28926200e-03 2.53694493e-03 2.78628611e-03 3.03702712e-03
 3.28896443e-03 3.54193516e-03 3.79580700e-03]"
100,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80001455e-13 5.20002444e-13 5.60012973e-13 6.00048657e-13
 6.40183219e-13 6.80686410e-13 7.22563502e-13 7.69595325e-13
 8.35899058e-13 9.74330859e-13 1.38264053e-12 2.80079258e-12
 7.99760085e-12 2.73334636e-11 9.95751814e-11 3.69781003e-10
 1.38072915e-09 5.16333998e-09 1.93161118e-08 7.22594005e-08
 2.70170926e-07 1.00803458e-06 3.73209653e-06 1.34434333e-05
 4.45896916e-05 1.23034968e-04 2.65126976e-04 4.61969082e-04
 6.96205422e-04 9.53840149e-04 1.22893572e-03 1.51521993e-03
 1.80948232e-03 2.10983219e-03 2.41492448e-03 2.72379082e-03
 3.03572327e-03 3.35019077e-03 3.66678588e-03]"
101,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80004057e-13 5.20010250e-13 5.60071087e-13 6.00288916e-13
 6.41167675e-13 6.84712703e-13 7.39030365e-13 8.36847085e-13
 1.11032364e-12 2.09314597e-12 5.94042784e-12 2.13549239e-11
 8.34798914e-11 3.34229882e-10 1.34667686e-09 5.43491339e-09
 2.19424308e-08 8.85798484e-08 3.57302599e-07 1.43644970e-06
 5.69933381e-06 2.15627283e-05 7.10378094e-05 1.81832358e-04
 3.57052751e-04 5.78897931e-04 8.30470218e-04 1.10055861e-03
 1.38439734e-03 1.67725728e-03 1.97668306e-03 2.28116717e-03
 2.58963057e-03 2.90129069e-03 3.21556921e-03 3.53202804e-03
 3.85032818e-03 4.17020244e-03 4.49143682e-03]"
102,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80004925e-13 5.20011117e-13 5.60079760e-13 6.00330549e-13
 6.41366300e-13 6.85636443e-13 7.43264825e-13 8.56012310e-13
 1.19624016e-12 2.47527433e-12 7.62873011e-12 2.87718035e-11
 1.15903532e-10 4.75367834e-10 1.95872986e-09 8.08020110e-09
 3.33398889e-08 1.37529281e-07 5.66556967e-07 2.32102032e-06
 9.30088905e-06 3.45443709e-05 1.05799501e-04 2.44399850e-04
 4.41697694e-04 6.78030231e-04 9.38947165e-04 1.21544440e-03
 1.50355396e-03 1.79948259e-03 2.10120130e-03 2.40741993e-03
 2.71720930e-03 3.02988997e-03 3.34495488e-03 3.66201665e-03
 3.98077329e-03 4.30098523e-03 4.62245949e-03]"
103,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80004925e-13 5.20010250e-13 5.60063280e-13 6.00254221e-13
 6.41007213e-13 6.83987589e-13 7.35788167e-13 8.22503524e-13
 1.04743471e-12 1.81952457e-12 4.75767949e-12 1.62707139e-11
 6.17294479e-11 2.41570163e-10 9.53391607e-10 3.77114890e-09
 1.49251826e-08 5.90713875e-08 2.33684666e-07 9.22595369e-07
 3.61386319e-06 1.37436471e-05 4.76537334e-05 1.34300522e-04
 2.89376452e-04 5.00536531e-04 7.48741864e-04 1.01976055e-03
 1.30771105e-03 1.60646945e-03 1.91293798e-03 2.22529478e-03
 2.54224253e-03 2.86284730e-03 3.18642600e-03 3.51246588e-03
 3.84057320e-03 4.17043978e-03 4.50182028e-03]"
104,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80060436e-13 5.20160304e-13 5.61564684e-13 6.07911291e-13
 6.79970837e-13 8.81962905e-13 1.74045847e-12 5.91606885e-12
 2.68520588e-11 1.32473145e-10 6.65980973e-10 3.36143230e-09
 1.69795277e-08 8.57608010e-08 4.32611826e-07 2.16801492e-06
 1.05264496e-05 4.51963674e-05 1.43620833e-04 3.18401030e-04
 5.47399645e-04 8.08564713e-04 1.08850629e-03 1.38215517e-03
 1.68438957e-03 1.99272601e-03 2.30572606e-03 2.62236350e-03
 2.94190087e-03 3.26379949e-03 3.58765504e-03 3.91315693e-03
 4.24006182e-03 4.56817578e-03 4.89734194e-03 5.22743169e-03
 5.55833835e-03 5.88997251e-03 6.22225851e-03]"
105,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80034415e-13 5.20085711e-13 5.60699924e-13 6.03156414e-13
 6.54228408e-13 7.44143462e-13 1.00916497e-12 2.06359409e-12
 6.67676504e-12 2.73331904e-11 1.20314556e-10 5.39344814e-10
 2.42822487e-09 1.09429795e-08 4.93200464e-08 2.22158672e-07
 9.97905787e-07 4.42719854e-06 1.86800732e-05 6.72036425e-05
 1.79607764e-04 3.56193246e-04 5.76557002e-04 8.23729409e-04
 1.08726277e-03 1.36286168e-03 1.64631309e-03 1.93546731e-03
 2.22901376e-03 2.52601469e-03 2.82579094e-03 3.12784104e-03
 3.43178528e-03 3.73732989e-03 4.04424328e-03 4.35233995e-03
 4.66146914e-03 4.97150677e-03 5.28234958e-03]"
106,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80004057e-13 5.20008515e-13 5.60058944e-13 6.00232537e-13
 6.40907466e-13 6.83535693e-13 7.33781091e-13 8.13703271e-13
 1.00927860e-12 1.65554896e-12 4.05814965e-12 1.33050819e-11
 4.92240042e-11 1.89082168e-10 7.33984538e-10 2.85729923e-09
 1.11312446e-08 4.33684229e-08 1.68906358e-07 6.56781648e-07
 2.53797049e-06 9.58150795e-06 3.35548087e-05 9.80297082e-05
 2.20744571e-04 3.94958437e-04 6.04237991e-04 8.35999515e-04
 1.08216858e-03 1.33911902e-03 1.60337329e-03 1.87305041e-03
 2.14694678e-03 2.42419440e-03 2.70415756e-03 2.98636113e-03
 3.27044175e-03 3.55611593e-03 3.84315865e-03]"
107,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80042655e-13 5.20107395e-13 5.60918065e-13 6.04271841e-13
 6.59876667e-13 7.72462823e-13 1.15014248e-12 2.76106221e-12
 1.01091167e-11 4.41468173e-11 2.02346947e-10 9.38158073e-10
 4.36098973e-09 2.02824187e-08 9.43125530e-08 4.37895800e-07
 2.01897535e-06 9.02412938e-06 3.60561939e-05 1.10294510e-04
 2.42772335e-04 4.18616453e-04 6.21069412e-04 8.39289604e-04
 1.06907312e-03 1.30613406e-03 1.54837055e-03 1.79456114e-03
 2.04383494e-03 2.29556587e-03 2.54929653e-03 2.80468367e-03
 3.06146364e-03 3.31942999e-03 3.57841824e-03 3.83829539e-03
 4.09895245e-03 4.36029907e-03 4.62225954e-03]"
108,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80007093e-13 5.20016322e-13 5.60110118e-13 6.00445041e-13
 6.41804318e-13 6.87302645e-13 7.49565340e-13 8.79690418e-13
 1.28455319e-12 2.80165995e-12 8.82155460e-12 3.30704786e-11
 1.31117491e-10 5.27926843e-10 2.13422807e-09 8.63679940e-09
 3.49577578e-08 1.41452172e-07 5.71555657e-07 2.29617571e-06
 9.02008469e-06 3.28554608e-05 9.90969189e-05 2.27112588e-04
 4.09277884e-04 6.27749178e-04 8.69221150e-04 1.12532111e-03
 1.39233746e-03 1.66671774e-03 1.94655523e-03 2.23063526e-03
 2.51808268e-03 2.80825725e-03 3.10068099e-03 3.39498859e-03
 3.69089524e-03 3.98817496e-03 4.28664569e-03]"
109,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20019791e-13 5.60141343e-13 6.00602033e-13
 6.42552851e-13 6.90831940e-13 7.65968886e-13 9.55063285e-13
 1.62773007e-12 4.35238911e-12 1.57844666e-11 6.41655774e-11
 2.69335970e-10 1.13982207e-09 4.83344090e-09 2.05055297e-08
 8.69853062e-08 3.68671797e-07 1.55659661e-06 6.46918853e-06
 2.53548426e-05 8.40262942e-05 2.09826494e-04 3.99830643e-04
 6.33643832e-04 8.94799953e-04 1.17296781e-03 1.46374990e-03
 1.76286826e-03 2.06809098e-03 2.37803165e-03 2.69169591e-03
 3.00836079e-03 3.32749016e-03 3.64867661e-03 3.97160399e-03
 4.29602248e-03 4.62173155e-03 4.94856791e-03]"
110,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80001455e-13 5.20002444e-13 5.60012106e-13 6.00046922e-13
 6.40169341e-13 6.80613552e-13 7.22233905e-13 7.68122545e-13
 8.29536093e-13 9.47400144e-13 1.27052535e-12 2.34002054e-12
 6.12345764e-12 1.97752804e-11 6.93103769e-11 2.49323522e-10
 9.03777130e-10 3.28335977e-09 1.19355122e-08 4.33916850e-08
 1.57711989e-07 5.72609938e-07 2.07089179e-06 7.38669242e-06
 2.51692581e-05 7.62261251e-05 1.86387211e-04 3.61141763e-04
 5.85449204e-04 8.42742822e-04 1.12108986e-03 1.41520444e-03
 1.71977269e-03 2.03197480e-03 2.35006229e-03 2.67278243e-03
 2.99922504e-03 3.32871646e-03 3.66074596e-03]"
111,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80002323e-13 5.20005046e-13 5.60032923e-13 6.00126719e-13
 6.40480724e-13 6.81826991e-13 7.26938475e-13 7.86351886e-13
 9.00076021e-13 1.22005184e-12 2.32329433e-12 6.40107932e-12
 2.17750575e-11 8.00476508e-11 3.01232592e-10 1.14109261e-09
 4.33038638e-09 1.64410860e-08 6.24196358e-08 2.36838921e-07
 8.96497783e-07 3.36327255e-06 1.22209143e-05 4.04088562e-05
 1.09273767e-04 2.29438166e-04 3.91637308e-04 5.81959299e-04
 7.89844790e-04 1.01081629e-03 1.24022880e-03 1.47569644e-03
 1.71579656e-03 1.95951530e-03 2.20612134e-03 2.45507842e-03
 2.70598315e-03 2.95852529e-03 3.21246169e-03]"
